Source,Target,Weight
Popular restaurant,Thinking,0.677096605
Time,Entrance,0.677089155
Hanok,Wind,0.676918983
Gyeongju,Leaf Wraps and Rice,0.676912665
Cherry blossom,Appearance,0.676760137
Food,Bulgogi,0.676736236
Sightseeing,Coffee,0.676530838
Travel,Maple,0.676276863
Appearance,Leaf Wraps and Rice,0.676217437
Price,Ready,0.676077604
Bulguksa temple,Friend,0.675849795
Start,Street,0.675526977
Village,Mood,0.675458074
Grilled Short Rib Patties,Parking lot,0.675364792
Restaurant,Mood,0.675240755
Scenery,Street,0.675199986
Arrival,Bus,0.675042808
Daereungwon,Accomodation,0.675037444
Scenery,Wind,0.6750108
Parking lot,Street,0.674977601
Scenery,Complex,0.67495054
Morning,Tree,0.674672484
Village,Hanok,0.674485326
Anapji,Walk,0.67436868
Building,Memory,0.674316704
Thinking,Entrance fee,0.674249709
Pension,Entrance,0.67420882
Utilization,Wind,0.674118817
Mood,Ready,0.673927307
Travel,Bulguksa temple,0.6738922
Mood,Story,0.673800051
Scenery,Coffee,0.673392296
Visit,Branch,0.673312902
Time,Famous,0.67311269
People,Daereungwon,0.673102379
Travel,Accomodation,0.673041046
Start,Lotus,0.672989309
Family,Departure,0.672853351
Bomun complex,One day,0.672785223
Night view,Lotus,0.672423959
Photo,Time,0.671940386
Culture,Complex,0.671893358
Travel,Bus,0.671775222
Daereungwon,Start,0.671764076
Photo,Mood,0.671592832
Side dish,Lunch,0.671517909
Tree,Beach,0.671461105
Photo,Wind,0.671378434
Meal,Possibility,0.67135483
Sightseeing,Lotus,0.671268582
Sightseeing,Cheonmachong,0.671169221
Time,Cheomseongdae,0.670882642
Morning,Mood,0.670692325
Korean beef,One day,0.670614898
Tree,Mom,0.670276642
Memory,Visit,0.669882417
Bomun complex,Arrival,0.669839144
Bus,Bicycle,0.669813931
Namsan mountain,Culture,0.66979599
One day,Entrance fee,0.669718623
Famous,Mood,0.66968745
Complex,Lotus,0.669677794
Walk,One day,0.669504344
Weather,Lotus,0.669482946
Maple,Sound,0.669030905
Arrival,Story,0.669016898
Famous,Coffee,0.668921173
Memory,Mood,0.668863356
Korean beef,Experience,0.668827832
Photo,Memory,0.66878736
Menu,Parking lot,0.668631434
Space,Maple,0.668446481
Price,Parking lot,0.668336928
Tree,Complex,0.668296695
Arrival,Menu,0.668054879
Hwangnambbang,Grilled Short Rib Patties,0.667910695
Time,Utilization,0.667673051
Photo,Street,0.667586803
Bulguksa temple,Seokguram,0.667404592
Mind,Era,0.667390883
Mind,Utilization,0.66733557
Cheomseongdae,Weather,0.667308331
Anapji,Sightseeing,0.667260885
Scenery,Dinner,0.667102993
Anapji,Famous,0.666921198
Coffee,Parking lot,0.666654408
Bicycle,Cheonmachong,0.666553259
Visit,Walk,0.666500628
Museum,Dinner,0.666285515
Mom,Space,0.666168749
Thinking,Recommendation,0.666127682
Name,Street,0.666096568
Accomodation,Experience,0.666090786
Bulguksa temple,Culture,0.666086316
Time,Bomun complex,0.666068494
Cheomseongdae,Appearance,0.665803313
Location,History,0.665655375
Appearance,Complex,0.665623307
Grilled Short Rib Patties,Location,0.665615678
Morning,Wind,0.665574372
Arrival,Famous,0.665516615
Anapji,Silla,0.665407658
Bulguksa temple,Scenery,0.665099859
Era,Visit,0.665021956
Tree,Story,0.664954424
Night view,Branch,0.66493541
Location,Experience,0.664751112
Bulgogi,Coffee,0.664536953
Complex,Utilization,0.6642676
Sky,Ready,0.664239824
Gyeongju,Location,0.664126396
Meal,Recommendation,0.664122701
Sightseeing,Memory,0.664040208
Time,Daereungwon,0.664015532
Meal,Accomodation,0.663992405
Photo,Cafe,0.663947761
Name,Story,0.663857222
Cheomseongdae,Lunch,0.663850963
Popular restaurant,Downtown,0.663772762
Travel,Daereungwon,0.663665652
Cheomseongdae,Departure,0.663616776
Night view,Family,0.663547575
Start,Mood,0.663489282
Time,Dinner,0.663364828
Pension,Cafe,0.663176775
Accomodation,Wind,0.663090646
Friend,Leaf Wraps and Rice,0.663020253
Sky,Experience,0.662987411
Time,History,0.662534297
Travel,Hanok,0.66223973
Site,Era,0.662184238
Weather,Korean beef,0.66212827
Thinking,Cherry blossom,0.662089467
Mood,Street,0.66197288
Morning,Visit,0.66191256
Mind,Complex,0.661764741
Bomun complex,Downtown,0.661447048
Famous,Entrance fee,0.661376536
Accomodation,Yangdong,0.6613276
Beach,Sound,0.661322713
Bomun complex,Weather,0.661277354
Order,Visit,0.661256254
Story,Departure,0.661202729
Mood,Korean beef,0.661119938
Weather,Tree,0.661091805
Time,Downtown,0.660974264
Mood,Possibility,0.660891652
History,Entrance fee,0.660795271
Gyeongju,Mood,0.660782278
Cafe,Location,0.66078037
Thinking,Culture,0.660747528
Mind,Leaf Wraps and Rice,0.660639822
Experience,Mom,0.660602629
Branch,Sound,0.660499334
Famous,Mood,0.660499275
Cheonmachong,Street,0.66045934
Anapji,Era,0.66034317
Autumn,Departure,0.660305321
Culture,Walk,0.660245419
Sightseeing,Wind,0.660237432
Sightseeing,Start,0.66010052
Arrival,Dinner,0.660043657
Sightseeing,Mom,0.660003245
Entrance,Possibility,0.659933507
Bulgogi,Possibility,0.659882128
Scenery,Start,0.65985465
Bus,Daereungwon,0.659641504
Side dish,Sound,0.659607768
Tree,Leaf Wraps and Rice,0.659400702
Story,Walk,0.659392893
Pension,Lotus,0.659143686
Order,Leaf Wraps and Rice,0.659110188
Bulgogi,Name,0.658714473
Mind,World,0.658479154
Time,Walk,0.65842241
Start,Walk,0.658406496
Gyeongju,Bomun complex,0.658403039
History,One day,0.65839386
Coffee,Utilization,0.658298135
Travel,Coffee,0.658230484
Scenery,Departure,0.65797323
Gyeongju,Family,0.657648504
Downtown,Lunch,0.657592416
Cherry blossom,Entrance fee,0.657546997
Thinking,Cheomseongdae,0.657527566
Photo,Leaf Wraps and Rice,0.657413363
Start,Departure,0.657379925
Cheomseongdae,Culture,0.657161593
Museum,Korean beef,0.656846344
Daereungwon,Grilled Short Rib Patties,0.656801641
Bus,Culture,0.656763613
Thinking,Sound,0.656713128
Travel,Experience,0.656472325
Era,Complex,0.656379819
Photo,Branch,0.65617466
Era,One day,0.656004548
Bulguksa temple,Course,0.655962348
Bus,Possibility,0.655799985
Bulguksa temple,Start,0.655744374
Grilled Short Rib Patties,Street,0.655670285
Korean Table d'hote,Korean beef,0.655587971
People,Downtown,0.655538619
Memory,Wind,0.655518711
Autumn,Mind,0.655466437
Start,Coffee,0.655369341
Entrance,Building,0.655332446
Food,Mood,0.655259073
Gyeongju,Mom,0.655226111
Cheonmachong,Departure,0.654783726
Order,Space,0.654770672
Start,Hanok,0.654706359
Daereungwon,Street,0.654559731
Appearance,Start,0.654474199
Hotel,Course,0.654435098
Recommendation,Departure,0.654354453
Space,Branch,0.654339671
Mood,Wind,0.65419805
Building,Visit,0.654014111
Arrival,Entrance fee,0.653916299
Photo,Story,0.653694808
Gyeongju,Culture,0.653653502
Photo,Entrance fee,0.653467059
Sky,Mom,0.653457761
Course,Recommendation,0.653422892
Site,Ready,0.653357387
People,Name,0.653300226
Dinner,Wind,0.653095424
Cafe,Sound,0.653054893
Grilled Short Rib Patties,Downtown,0.653028011
Daereungwon,Dinner,0.652980983
Time,Menu,0.652963519
Bulgogi,Story,0.65287739
Bomun complex,Pension,0.652834594
Cherry blossom,Sound,0.652824223
Time,Coffee,0.652751148
Cafe,Branch,0.65244621
Food,Soft tofu,0.652296782
Appearance,Mind,0.652231753
Bulgogi,Experience,0.652199388
Bulgogi,Weather,0.652041197
Mom,One day,0.652017653
Photo,Sightseeing,0.652003288
Recommendation,Visit,0.65194869
Price,Name,0.651916385
Culture,Leaf Wraps and Rice,0.651913047
Gyeongju,Weather,0.651886821
Time,Korean beef,0.651842713
Cheonmachong,Entrance fee,0.651804805
Family,Maple,0.651495218
Entrance,Utilization,0.651341796
Bulgogi,Site,0.651255012
Arrival,Entrance,0.651248813
Photo,Building,0.651165128
Menu,Cheonmachong,0.651107013
Start,Weather,0.650959194
Silla,Weather,0.650674522
Cheomseongdae,Scenery,0.650572896
Bulgogi,Price,0.650510967
Memory,Leaf Wraps and Rice,0.650349081
Pension,Ready,0.65023315
Cherry blossom,Scenery,0.650171161
Bus,Mind,0.649917781
Korean Table d'hote,Leaf Wraps and Rice,0.649897099
Travel,Downtown,0.649857283
Location,Complex,0.649646342
Morning,Night view,0.649642587
Bulguksa temple,Space,0.649577975
Sightseeing,Accomodation,0.64955759
Cheomseongdae,Dinner,0.649554074
Side dish,Building,0.64942795
Grilled Short Rib Patties,Dinner,0.649393141
Complex,Beach,0.649364293
Bomun complex,Yangdong,0.649335325
Course,Sightseeing,0.649189532
Famous,Recommendation,0.649152339
Wind,Street,0.649134278
Silla,Site,0.649077058
Korean Table d'hote,Possibility,0.649075747
Scenery,Memory,0.649024665
Grilled Short Rib Patties,Visit,0.648875058
Travel,Culture,0.648731947
Seokguram,Weather,0.648637712
Cafe,Space,0.64849633
Sky,Mood,0.648340762
People,Appearance,0.648333073
Downtown,Departure,0.648298681
Tree,Name,0.648226202
Silla,Walk,0.648201048
Complex,Story,0.648179293
Complex,Mood,0.64811784
Mind,Possibility,0.648098826
Hanok,Street,0.648009777
Time,Pension,0.647993445
Entrance,Walk,0.647962153
Restaurant,Lunch,0.647667229
Thinking,Daereungwon,0.647628844
Sky,Mood,0.647612274
Famous,Street,0.647605896
Daereungwon,Mind,0.647389352
Appearance,Branch,0.647333443
Tree,Branch,0.647306085
Meal,Cheonmachong,0.647268951
Bomun complex,Soft tofu,0.647223711
Family,Lotus,0.646922708
Site,Coffee,0.646613181
Utilization,Story,0.646533012
Gyeongju,Sightseeing,0.646495044
Entrance,Hanok,0.645885348
Morning,Coffee,0.645868242
Menu,Famous,0.645741105
Thinking,Story,0.645714104
Order,Parking lot,0.645521998
Scenery,Sky,0.645492971
Seokguram,Accomodation,0.645387292
Yangdong,Street,0.645357668
Course,One day,0.64534229
Grilled Short Rib Patties,Departure,0.645334125
Mood,Experience,0.645058393
Pension,Location,0.644994736
People,Friend,0.644915223
Time,Visit,0.644871712
Scenery,Entrance fee,0.644780576
Museum,Sightseeing,0.644753337
Bomun complex,Visit,0.644700706
Downtown,Mood,0.644643188
Photo,Grilled Short Rib Patties,0.644589543
Mom,Entrance fee,0.644547403
Sightseeing,Beach,0.644531012
Family,Hanok,0.644483685
Departure,Entrance fee,0.644432962
Museum,Street,0.644347072
Order,Famous,0.644345224
Beach,Lotus,0.644273341
Bomun complex,Hotel,0.644167423
People,Story,0.644085228
Time,Autumn,0.644046903
Scenery,Meal,0.644013822
Seokguram,Tree,0.643794835
Thinking,Bomun complex,0.643544912
Thinking,Complex,0.643376946
Coffee,Leaf Wraps and Rice,0.643333673
Cherry blossom,Korean beef,0.643302381
Price,Branch,0.643241405
Arrival,Bicycle,0.643136621
Cafe,Accomodation,0.643102646
Dinner,Cheonmachong,0.643080771
Friend,Possibility,0.642933667
Travel,Start,0.642914236
Site,Famous,0.64291048
Thinking,Night view,0.64287281
Arrival,Space,0.642788708
Site,Experience,0.642780125
Meal,Story,0.642746866
People,Sound,0.642561495
Mom,Lotus,0.64244467
Recommendation,Branch,0.642318428
Site,Visit,0.642209888
Restaurant,Name,0.64214319
Entrance,Maple,0.642092228
Dinner,Walk,0.64208436
Cafe,Weather,0.642076612
Sightseeing,Visit,0.642016113
Family,Dinner,0.641966343
Grilled Short Rib Patties,Sound,0.641803503
Arrival,Scenery,0.641673803
Anapji,Visit,0.641580939
Tree,Building,0.641515493
Museum,One day,0.641474187
Cafe,Scenery,0.641426623
Silla,Leaf Wraps and Rice,0.64135921
Thinking,Coffee,0.641282022
Entrance,Street,0.641181827
Photo,Family,0.641156256
Entrance,Entrance fee,0.641080737
Bulgogi,Famous,0.641035676
Entrance,Experience,0.641032457
Thinking,Entrance,0.640789866
Travel,Walk,0.640770257
Course,Night view,0.640607238
Travel,Space,0.640559912
Grilled Short Rib Patties,Famous,0.64045018
People,Grilled Short Rib Patties,0.640365779
Culture,One day,0.640362144
Course,Cheonmachong,0.640285313
Site,Sky,0.640244424
People,Price,0.640232682
Weather,Location,0.640180111
Cafe,Hanok,0.640121281
