Source,Target,Weight
Cafe,Road,0.81805414
Start,Emotion,0.81803292
Road,Braised cutlassfish,0.81798774
Price,Braised cutlassfish,0.817761421
Order,Lunch,0.817742467
Spot,Lunch,0.817676544
Seaside,Entrance,0.817653
Course,Ready,0.817450941
Meal,Side dish,0.817284942
Popular restaurant,Possibility,0.817060113
Story,Branch,0.817045927
Order,Scenery,0.816700637
Meat,Ready,0.816530347
Tree,Space,0.81649971
Meat,Branch,0.816452205
Order,Mood,0.816273034
Nature,Space,0.81614536
Thinking,Sky,0.816142201
Meat,Meal,0.816098869
Spot,Recommendation,0.816087842
Restaurant,Aewol,0.816017807
Order,Weather,0.815923572
Mood,Famous,0.815910697
Space,Side dish,0.815835357
Popular restaurant,Sea,0.815680504
Jeju city,Entrance,0.815549195
Recommendation,Lunch,0.815514565
Braised cutlassfish,Woman diver,0.815503001
Popular restaurant,Jungmun tourism complex,0.815485775
Coast,Spot,0.815481722
House,Park,0.815431476
Price,Possibility,0.815428793
Course,Family,0.815394938
Photo,Hot Pot,0.815339863
Arrival,Dinner,0.81526351
Dinner,Ready,0.81525135
Travel,Sightseeing,0.815128982
Start,Park,0.815091133
Seaside,Aewol,0.815087736
Village,Side dish,0.814947724
Recommendation,Ready,0.814859748
Reservation,WaterFall,0.814712644
Jeju Island,Emotion,0.814684987
Order,Aewol,0.81467545
Famous,Sightseeing,0.814636767
Tourism,Side dish,0.814630151
Order,Accomodation,0.814627528
Meal,Emotion,0.814448237
Meat,Sky,0.814133883
Abalone,Name,0.814022362
Appearance,Jungmun tourism complex,0.814011812
Cafe,Tourism,0.813985646
Tangerine,Coffee,0.81395787
Photo,WaterFall,0.813766599
Time,Coffee,0.813620925
Appearance,Nature,0.81355077
Sky,Sightseeing,0.813524544
Meat,Cutlassfish,0.813466132
Pension,Dinner,0.813426077
Price,Jeju city,0.813406348
Course,Thinking,0.813359976
Entrance,Introduction,0.813049197
Airplane,Visit,0.812969685
Woman diver,Grilled dish,0.812901735
Price,Emotion,0.81288904
Space,Name,0.812865734
Popular restaurant,Hallasan mountain,0.812860727
Experience,Pension,0.812783122
Name,Introduction,0.81264317
Tangerine,Emotion,0.812617362
Jungmun tourism complex,Experience,0.812588811
Thinking,Order,0.812518537
Spot,Side dish,0.8124789
Cafe,Filming,0.812425613
Wind,Braised cutlassfish,0.812369823
Travel,Arrival,0.812258422
People,Emotion,0.812155128
Popular restaurant,Filming,0.812022567
Black pork,Grilled dish,0.812018871
Scenery,Seogwipo,0.811854839
Thinking,Jeju city,0.811707437
Cafe,Hotel,0.81163156
Food,Famous,0.811277032
Order,Jungmun tourism complex,0.81125319
Abalone,Weather,0.811205029
Order,Story,0.8109411
Photo,Seaside,0.810905278
Black pork,Braised cutlassfish,0.81087321
Sea,Weather,0.810706854
Reservation,Name,0.81063056
Cafe,Name,0.810591102
Popular restaurant,Scenery,0.810467362
Photo,Emotion,0.810454488
Recommendation,Summer,0.810452819
Road,Lunch,0.810449183
Sea,Tourism,0.810379148
Jeju city,Famous,0.81036216
Sightseeing,Name,0.810306907
Recommendation,Family,0.810259223
Price,Reservation,0.81025815
Meal,Introduction,0.810109198
Emotion,Resort,0.810022116
Coffee,Resort,0.809844375
Hallasan mountain,Aewol,0.809705138
Jeju Island,Pension,0.809702039
Seogwipo,Ilchulbong,0.809390426
Photo,Filming,0.809265673
Photo,Airport,0.809171557
Experience,Space,0.80913341
Time,Lunch,0.809129775
Space,Story,0.809084535
Sightseeing,Entrance,0.809026122
Family,Tree,0.808940828
Tree,Dinner,0.808900893
Hotel,Famous,0.808755517
Jeju Island,Meat,0.808539152
Hallasan mountain,Hot Pot,0.808508277
Nature,Park,0.808486879
Seogwipo,Pension,0.808137834
Mood,Side dish,0.808122098
Food,Seaside,0.808049202
Photo,Course,0.80791837
Jeju Island,Famous,0.807913303
Meal,Tree,0.807889283
Meal,Spot,0.807792366
Location,Jeju city,0.807692826
Cutlassfish,Coffee,0.807658017
Course,Menu,0.807641268
Tangerine,Side dish,0.807615578
Spot,Tourism,0.807526588
Meal,Ready,0.807502449
Space,Sightseeing,0.807406843
Nature,Seaside,0.80733633
Course,Restaurant,0.807111561
Braised cutlassfish,Resort,0.80690372
Travel,Ready,0.806843579
Sea,Visit,0.806836843
Dinner,Tourism,0.806524873
Travel,Braised cutlassfish,0.806485951
Coast,Name,0.806370854
Pension,Space,0.806364536
Sashimi restaurant,Woman diver,0.806310177
Braised cutlassfish,Space,0.80607748
Meat,Price,0.805897593
Pension,Park,0.805892289
Meat,Family,0.805862367
Hotel,Reservation,0.805830777
Meal,House,0.805829346
Sky,Dinner,0.805820048
Travel,Autumn,0.805763543
Aewol,Reservation,0.805653095
Cafe,Tree,0.805553675
Coast,Village,0.805463076
Popular restaurant,Appearance,0.805314362
Appearance,Autumn,0.805260181
Recommendation,Sky,0.805185795
Cafe,Restaurant,0.805094004
Braised cutlassfish,Introduction,0.805033386
Family,Sightseeing,0.804968357
Abalone,Experience,0.80464375
Thinking,Grilled dish,0.80439198
Braised cutlassfish,Famous,0.804323375
Coffee,Branch,0.80431658
Visit,Tourism,0.804305971
Cutlassfish,Hot Pot,0.804271519
Meat,Dinner,0.804207325
Arrival,Sightseeing,0.804149628
Price,Seogwipo,0.804140389
Oreum,Scenery,0.80412662
Family,Emotion,0.804042697
Name,Side dish,0.803961217
Abalone,Jeju city,0.803922236
Village,Famous,0.803844929
Use,Side dish,0.803588033
Abalone,Entrance,0.803541124
Course,Spot,0.803383768
Sea,Airplane,0.803378165
Tree,Lunch,0.803377807
Spot,Dinner,0.803356946
Recommendation,Entrance,0.803248823
Jeju Island,Abalone,0.803006291
Weather,Side dish,0.802975953
Mood,Emotion,0.802957356
Black pork,Course,0.80287528
Seongsan,Seogwipo,0.802796006
Spot,Sashimi restaurant,0.802787423
Meat,Introduction,0.80273819
Side dish,Lunch,0.802643239
Jeju city,Family,0.802625239
Spot,Price,0.802561879
Experience,Tourism,0.802481174
Ready,Resort,0.802139878
Jeju Island,Entrance,0.802035987
Hallasan mountain,Tree,0.801936567
Meal,Experience,0.801889241
Experience,Lunch,0.801787674
Ready,Tourism,0.801724195
Thinking,Side dish,0.80157876
Scenery,Tourism,0.801576793
Coast,Sightseeing,0.801569283
Accomodation,Side dish,0.801559091
Tree,Name,0.801551998
Order,Nature,0.801455498
Popular restaurant,Autumn,0.801446438
Jeju Island,Seogwipo,0.801383555
Jeju Island,WaterFall,0.801263988
Course,Weather,0.801090479
Sea,Scenery,0.800818503
Morning,Visit,0.800755501
Meal,Coast,0.800685644
Tangerine,Branch,0.800481319
Course,Lunch,0.800320923
House,Autumn,0.800316393
Jeju Island,Wind,0.800265789
Experience,Dinner,0.80023551
Jeju Island,Scenery,0.800173163
Course,Sky,0.800099254
Famous,Hot Pot,0.800098181
Thinking,Abalone,0.800065458
Photo,Order,0.799982727
Meat,WaterFall,0.799913466
Sea,Summer,0.799900174
Seongsan,Braised cutlassfish,0.799838722
Weather,House,0.799587548
Jeju Island,Thinking,0.799560308
Morning,Lunch,0.799541771
Appearance,Entrance,0.799513876
Family,Sashimi restaurant,0.799505413
Space,Mood,0.799361765
Mood,Sightseeing,0.799281836
Hallasan mountain,Emotion,0.799086511
Coffee,Lunch,0.799076378
Arrival,Autumn,0.799066126
Spot,House,0.798972189
Popular restaurant,Sky,0.798967063
Jeju Island,Lunch,0.798886895
Hotel,Experience,0.798849523
Aewol,Side dish,0.798837125
Meat,Nature,0.798815608
Emotion,Possibility,0.798744559
Braised cutlassfish,Ilchulbong,0.798709333
Time,Side dish,0.798671424
Food,Woman diver,0.79862541
Accomodation,Experience,0.798620999
Airplane,Aewol,0.798583806
Thinking,Seaside,0.798480511
Scenery,Road,0.798456192
Course,Entrance,0.798162222
Airport,Recommendation,0.798059702
Braised cutlassfish,Mood,0.79800421
Seogwipo,Braised cutlassfish,0.797866464
Cafe,Meal,0.797825873
Course,Hallasan mountain,0.797786176
Travel,Ilchulbong,0.797758758
Pension,Lunch,0.797664285
Hallasan mountain,Tourism,0.797463953
Abalone,Nature,0.797440886
Morning,Recommendation,0.79739058
Accomodation,Reservation,0.797378838
Sea,Braised cutlassfish,0.797314167
Meal,Famous,0.797297299
Order,Introduction,0.79721117
Oreum,WaterFall,0.796986878
Airport,Scenery,0.796915889
Experience,Autumn,0.796853781
Appearance,Order,0.79676944
Side dish,Story,0.796764433
Morning,Tourism,0.796584427
Tree,Autumn,0.796538413
Accomodation,Wind,0.796428025
House,WaterFall,0.796220481
Jungmun tourism complex,Space,0.796197534
Wind,WaterFall,0.796195805
Sea,Nature,0.796161115
Airplane,Famous,0.796088994
Wind,Recommendation,0.796039224
Menu,Aewol,0.796014965
Recommendation,Coffee,0.795950115
House,Tree,0.795932949
People,Woman diver,0.795847595
Morning,Park,0.795790493
Photo,Side dish,0.795723617
Meat,Appearance,0.795663059
Coffee,Possibility,0.795644999
Pension,Entrance,0.795524001
Appearance,Airplane,0.795371532
Time,WaterFall,0.795184195
House,Ready,0.795110643
Wind,Visit,0.794876158
Side dish,Summer,0.794854224
Scenery,Ready,0.794818282
Coffee,Autumn,0.794816673
Nature,Branch,0.794806421
Road,Recommendation,0.794796646
Oreum,Ilchulbong,0.794659555
Wind,Seaside,0.794560254
Morning,Sky,0.794547379
Jeju Island,Travel,0.794526935
Time,Order,0.794503629
Tree,Coffee,0.794483364
Course,Resort,0.794452488
Beach,Autumn,0.794348776
Tree,Famous,0.794340789
Family,Famous,0.794312835
Food,Name,0.794205844
Abalone,Tree,0.793992639
House,Sky,0.793911397
Abalone,Tourism,0.793732941
Jungmun tourism complex,WaterFall,0.793718636
Photo,Entrance,0.793696702
Cafe,Braised cutlassfish,0.793626726
Travel,Seogwipo,0.793624103
Thinking,Weather,0.793568611
Price,Airplane,0.793524384
Coffee,Dinner,0.793523312
Meat,Story,0.793467045
Meal,Tourism,0.793417633
Course,Airport,0.793288708
Coast,Braised cutlassfish,0.793243527
Jeju Island,Sightseeing,0.793115318
Meat,Food,0.793063521
Travel,Course,0.792928338
Food,Braised cutlassfish,0.792865515
Nature,Entrance,0.792859197
Coffee,Sashimi restaurant,0.792736232
Thinking,Hot Pot,0.792708218
Seaside,WaterFall,0.792665184
Course,Mood,0.792591751
Cutlassfish,Branch,0.792569697
Jungmun tourism complex,Hallasan mountain,0.792471051
Dinner,Filming,0.79243058
Popular restaurant,Summer,0.792342067
Photo,Park,0.792288363
Visit,Side dish,0.792256951
Seaside,Space,0.792241514
Photo,Road,0.792120039
Aewol,Emotion,0.792114496
Popular restaurant,Menu,0.792088628
Course,House,0.791999638
Meal,Wind,0.791957617
Seongsan,Sky,0.791834533
Jeju Island,Jungmun tourism complex,0.791809857
Start,Weather,0.791799188
Scenery,Arrival,0.791635573
Experience,Sashimi restaurant,0.791630149
Jeju Island,Sashimi restaurant,0.791588008
Travel,Reservation,0.791585565
Meal,Jungmun tourism complex,0.79155463
Appearance,Story,0.791072726
Reservation,Woman diver,0.791023314
Hotel,WaterFall,0.791011751
Scenery,Experience,0.79079932
House,Aewol,0.790771127
Order,Sky,0.790625393
Family,Possibility,0.790359557
Order,Summer,0.790221989
Nature,House,0.790183961
Jeju Island,Sea,0.790109575
Park,Reservation,0.790105939
Jungmun tourism complex,Pension,0.790021181
Photo,Tree,0.790019214
