Source,Target,Weight
Work,Program,0.733762324
Apartment,Institution,0.733684361
Progress,Family,0.733624816
Daejeon,Apartment,0.733524263
Creation,Interior,0.733488798
Chungcheongnam-do,Civil complaint,0.733481288
Chungcheongnam-do,Gyeryongsan mountain,0.733374596
Photo,Gongsanseong fortress,0.733190715
Target,Restaurant,0.733046591
Resource,Bicycle,0.732957423
Rural,Selection,0.732839704
Location,Restaurant,0.732833982
Housing,Road,0.732674301
Photo,Program,0.732640743
Happiness,City councilor,0.732565403
Volunteer,Banpo-myeon,0.732524574
Love,Civil complaint,0.732386649
Welfare,Restaurant,0.732305408
Resident,School,0.732048094
Price,City hall,0.731962562
Love,Korea,0.731864572
Plan,District,0.731836379
Space,Civil complaint,0.731684387
Capital,Banpo-myeon,0.731602967
Location,Use,0.731483221
Park,Use,0.731427133
Capital,Shingwan-dong,0.731426835
Evaluation,Group,0.731329322
Information,Civil complaint,0.73126781
Life,Korea,0.731256962
Photo,Daejeon,0.731225729
Creation,Civil complaint,0.731048703
Village,Service,0.730784893
Capital,Solar thermal power,0.730677962
Gongju,Bicycle,0.73037672
Progress,Group,0.730243981
Chungcheongnam-do,School,0.730080247
Participation,Progress,0.73005414
Installation,Interior,0.730053365
Information,Restaurant,0.729959428
Agriculture,Health,0.729883611
Tourism,Apartment,0.729836106
Culture,Apartment,0.729592502
Market,Restaurant,0.72935611
Education,Apartment,0.729340076
Life,Use,0.72931397
Capital,Work,0.729106426
Experience,Afternoon,0.72896874
Location,Interior,0.728952408
Volunteer,Price,0.728895187
City hall,Restaurant,0.728819788
Price,Provide,0.728770792
Land,Creation,0.728657901
Rural,Apartment,0.728575289
Business,Use,0.728528619
Travel,Korea,0.728461862
Building,Interior,0.728370309
Happiness,Selection,0.728161871
Love,Happiness,0.728105605
Business,Space,0.728048623
Center,Family,0.728029311
Life,Family,0.727927744
Schedule,Selection,0.727909207
Society,Program,0.72786808
Travel,Interior,0.727848828
Administrative,School,0.727609277
Capital,Festival,0.727593243
City,Gongsanseong fortress,0.727319479
Price,Information,0.727219522
Gongsanseong fortress,Restaurant,0.727179348
Plan,Price,0.72711277
Capital,Center,0.726958036
Designation,District,0.726940691
Visit,Bicycle,0.726798475
Welfare,Progress,0.726571858
Lee Kun Young,Afternoon,0.726437807
Era,Interior,0.726418197
Magoksa temple,Travel,0.726396263
Volunteer,Family,0.726376593
City,Road,0.726164877
Experience,Happiness,0.726098895
Safety,Public official,0.726060271
Center,Evaluation,0.725974798
Participation,Civil complaint,0.72589165
Magoksa temple,Civil complaint,0.725852966
Creation,Happiness,0.725770295
Park,Space,0.72560972
Representative,Afternoon,0.725584149
Health,Institution,0.725471675
Utilization,Provide,0.725241125
Market,Activity,0.725225627
Service,Restaurant,0.725178659
Event,Gyeryongsan mountain,0.725175798
Magoksa temple,Restaurant,0.725160182
Gongsanseong fortress,Location,0.725147963
Event,Nature,0.724946916
Land,Tourism,0.72493577
Capital,Activity,0.724883318
Installation,Construction,0.724882126
Center,Society,0.724821925
School,Shingwan-dong,0.724820435
Interior,Construction,0.724723458
Service,Selection,0.724683285
Education,Installation,0.724658132
Festival,Korea,0.72458452
Festival,Creation,0.724573553
Family,Civil complaint,0.724514663
Progress,Interior,0.724501431
Magoksa temple,Afternoon,0.724413097
Society,Use,0.724294901
Participation,Resource,0.724278271
Use,Public official,0.724125147
Park,Apartment,0.724035442
Magoksa temple,Volunteer,0.723998725
Journalist,Restaurant,0.723963201
Target,Institution,0.723937094
Gyeryongsan mountain,Family,0.723936677
Family,Public official,0.723917663
Resident,Utilization,0.723878384
Agriculture,Shingwan-dong,0.723808229
Gongju,Daejeon,0.723416328
Plan,Installation,0.723408222
Resident,Center,0.723358452
Nature,Restaurant,0.723331571
Environment,Restaurant,0.723290443
Visit,Public official,0.723127484
Village,Restaurant,0.722903907
City hall,Bicycle,0.722620249
Market,Evaluation,0.72255069
Market,Rural,0.722549617
Utilization,Environment,0.722523272
Competition,Apartment,0.722505331
Safety,Interior,0.722497821
Gongju,Photo,0.722427547
Lee Kun Young,Travel,0.722411871
Provide,Group,0.72240591
Culture,Civil complaint,0.722366214
Provide,Selection,0.722362518
Capital,Creation,0.722344637
City hall,Program,0.722210526
Gongju,Magoksa temple,0.721846282
Gongsanseong fortress,Shingwan-dong,0.721776366
Price,Health,0.72171241
Administrative,Public official,0.721625149
Management,Evaluation,0.72153604
Park,Program,0.721434295
City,Use,0.721377611
City,History,0.72121942
Culture,Gyeryongsan mountain,0.721094966
Competition,Restaurant,0.721068382
City,Price,0.721053004
Gongju,Park,0.720846534
Evaluation,Bicycle,0.720832586
Citizen,Participation,0.720816314
Safety,Life,0.720692813
Culture,Use,0.72068876
Market,Competition,0.720452905
Festival,Tourism,0.720435977
Center,Public official,0.720385671
Agriculture,Schedule,0.720263124
Center,Volunteer,0.720236182
Progress,Space,0.720175624
Participation,Nature,0.719891429
Business,Creation,0.719721615
Tourism,Use,0.719646811
Solar thermal power,Apartment,0.71946758
Era,Use,0.719391942
Provide,Institution,0.719382584
Magoksa temple,Happiness,0.719334483
History,Interior,0.719151974
Price,Banpo-myeon,0.719124079
Land,City councilor,0.719096601
Rural,Family,0.71906054
Market,Representative,0.719013274
Price,Selection,0.719011068
Gyeryongsan mountain,Daejeon,0.718982995
Development,Work,0.718966603
Welfare,Environment,0.718687773
Seoul,Program,0.718597412
Agriculture,Institution,0.718366921
Target,Representative,0.718334258
Interior,Institution,0.71832788
History,Building,0.71828115
possibility,Price,0.718257546
Participation,Public official,0.717985988
Banpo-myeon,Evaluation,0.7178936
Gyeryongsan mountain,Festival,0.71784997
Seoul,Use,0.717821419
Space,Korea,0.717791855
Daejeon,Installation,0.717719257
Culture,Afternoon,0.717551053
Center,Program,0.717537224
Citizen,Safety,0.71753633
Welfare,Life,0.717405915
Administrative,Resident,0.717382789
Park,Visit,0.717219293
Experience,Environment,0.717159927
Park,History,0.717122912
Happiness,Evaluation,0.717083037
Family,Bicycle,0.71702981
Administrative,Center,0.71699369
Utilization,Banpo-myeon,0.716977537
Volunteer,Health,0.716825843
Participation,Group,0.716804445
Environment,District,0.716766119
Building,Use,0.716712832
Price,Environment,0.716598213
Museum,Space,0.716568828
Land,Selection,0.716531694
Management,Program,0.716373444
Gyeryongsan mountain,Designation,0.716353834
Management,Interior,0.716318667
Chungcheongnam-do,Magoksa temple,0.716317713
Use,Schedule,0.716262996
Creation,Bicycle,0.716260254
Park,Civil complaint,0.716228902
Center,Environment,0.716226757
Creation,Banpo-myeon,0.716033459
Work,City councilor,0.716031432
City,Visit,0.715884745
Visit,Group,0.715863287
Citizen,School,0.715778708
Culture,Location,0.71576184
Housing,Travel,0.71575278
Journalist,Apartment,0.715689063
Citizen,Program,0.71563673
Business,Schedule,0.715485811
Volunteer,Use,0.715459645
Market,Progress,0.715452135
Plan,Visit,0.715441406
Housing,Capital,0.715412736
Administrative,Banpo-myeon,0.71536088
Gongju,Program,0.715258121
Love,Group,0.715256393
Event,Capital,0.715240002
Land,Utilization,0.715229094
Gyeryongsan mountain,Representative,0.715187907
Experience,Center,0.715148091
Welfare,Space,0.715112388
Business,Development,0.714920282
Citizen,Family,0.714416146
Business,District,0.714394748
Visit,Solar thermal power,0.714199305
Capital,Evaluation,0.714038193
Gyeryongsan mountain,Provide,0.714012682
Development,Banpo-myeon,0.713991225
Interior,Information,0.713886678
Resident,Program,0.713876963
Designation,Environment,0.713747442
Rural,Provide,0.713739574
Capital,Magoksa temple,0.713698983
Space,Nature,0.713622212
Gongsanseong fortress,Interior,0.713580728
Experience,Bicycle,0.713350058
Target,Resource,0.713347912
Participation,Korea,0.713331759
Gongsanseong fortress,Designation,0.713185191
Happiness,Institution,0.71317476
Evaluation,Provide,0.713014126
Event,Bicycle,0.712798536
Culture,Citizen,0.712780356
Seoul,Interior,0.712623358
Museum,Work,0.712592065
Solar thermal power,Afternoon,0.712244987
Citizen,Festival,0.711835086
Culture,City hall,0.711795449
Life,Public official,0.711766422
Rural,Use,0.711674988
Target,Price,0.711598098
Society,Family,0.711559772
Love,Bicycle,0.711478412
Gongju,Market,0.711471975
Tourism,Korea,0.711428404
Love,Health,0.711364329
Safety,Civil complaint,0.711317182
Festival,Travel,0.711309254
Culture,Banpo-myeon,0.711259067
Festival,Restaurant,0.71123457
Environment,Civil complaint,0.711231649
Land,Gongsanseong fortress,0.711215734
Administrative,Afternoon,0.711134791
Geumgang river,Road,0.711091638
Chungcheongnam-do,City councilor,0.711072326
Space,Family,0.711043
Visit,Environment,0.711017013
Plan,Program,0.710911274
Education,School,0.710885346
Rural,Center,0.710859716
Agriculture,Interior,0.710766673
Event,Visit,0.710760593
Apartment,Afternoon,0.710447729
Life,Apartment,0.710294664
Capital,Participation,0.710278094
Photo,Location,0.710277677
Bicycle,Public official,0.71026659
Evaluation,Information,0.709902883
Visit,Use,0.709758043
Participation,Happiness,0.709664106
Road,Price,0.709631741
Education,Group,0.709504783
Festival,Interior,0.70947355
Family,Schedule,0.709301591
Culture,Participation,0.709045053
Capital,Family,0.708993316
Experience,Love,0.708964407
Lee Kun Young,Restaurant,0.708640337
Price,Work,0.708629072
Capital,Space,0.708448172
Life,School,0.708269775
Participation,Space,0.708210826
Participation,Selection,0.708188474
Creation,Use,0.708138168
Event,Civil complaint,0.708090425
Installation,Program,0.70803982
Work,Evaluation,0.708020687
Magoksa temple,Price,0.707956731
Development,Nature,0.707908094
Society,Apartment,0.707734168
City,Designation,0.70761025
Creation,Lee Kun Young,0.707599699
Business,Market,0.707597077
Resident,Happiness,0.707527876
Activity,Program,0.707517624
Baekje,Capital,0.70741719
Park,Center,0.707395494
Capital,Management,0.70735997
Park,Shingwan-dong,0.707250297
Magoksa temple,Creation,0.707210898
Road,History,0.707166612
Safety,Resource,0.70706445
Travel,Program,0.707033873
Korea,Apartment,0.706827104
Magoksa temple,Love,0.706319928
Management,Construction,0.706106424
Interior,Representative,0.706036866
Citizen,Park,0.706020296
Nature,Banpo-myeon,0.70567733
Seoul,Apartment,0.70550257
Health,Public official,0.705417871
Visit,Interior,0.705326259
Progress,Environment,0.705326021
Culture,Representative,0.70531404
Gongsanseong fortress,Apartment,0.705289423
possibility,Environment,0.705251157
Visit,Schedule,0.705229998
Business,Program,0.705058575
Development,Designation,0.705020487
Housing,Gyeryongsan mountain,0.704993486
Family,Interior,0.704815328
Travel,Family,0.704809308
City hall,Public official,0.704764962
Service,Price,0.704715133
Agriculture,Work,0.704517186
Capital,Afternoon,0.704462826
Institution,Afternoon,0.704339623
Village,Program,0.704139829
Evaluation,District,0.704083681
Administrative,Price,0.704052687
Capital,Environment,0.703980863
Management,Restaurant,0.703671396
Administrative,Evaluation,0.703601241
Village,Rural,0.703128219
Center,City hall,0.703094244
Plan,Progress,0.703002095
Culture,Interior,0.702988207
Resource,Information,0.702961922
Service,Bicycle,0.702909052
Family,Apartment,0.702790201
City,District,0.702706993
Society,Bicycle,0.702590883
Solar thermal power,Restaurant,0.702291667
Tourism,Restaurant,0.702244341
Target,Civil complaint,0.702101529
Business,Restaurant,0.702088296
Price,Schedule,0.7020486
Baekje,Bicycle,0.702044368
Gongju,Schedule,0.701887846
Journalist,Schedule,0.701792717
Festival,Happiness,0.701476872
Capital,Journalist,0.701296806
Daejeon,City councilor,0.701275289
Happiness,Travel,0.701264501
Happiness,Korea,0.701211095
Society,Life,0.701208353
City hall,Use,0.701193094
Love,Provide,0.70112735
Service,Evaluation,0.701010406
Event,Society,0.70095551
Culture,Schedule,0.70078826
Environment,School,0.700766683
Event,Festival,0.700495422
Culture,Center,0.700268805
Management,Environment,0.700260162
Progress,Agriculture,0.699872553
Space,Schedule,0.699837446
Use,Group,0.699770689
Solar thermal power,Bicycle,0.699767232
Work,Construction,0.699761569
Administrative,Construction,0.699710786
Progress,Institution,0.699694276
Installation,Travel,0.699612558
Era,Location,0.699534118
Development,Road,0.69947201
Location,Korea,0.699337482
Education,Provide,0.699331582
Visit,Resource,0.699283659
Location,Civil complaint,0.699275315
Geumgang river,Utilization,0.699186981
Gongju,Public official,0.699142337
Experience,Civil complaint,0.699102938
City hall,Group,0.699075222
Education,Civil complaint,0.698986173
Gongju,Travel,0.698971093
Housing,Safety,0.698963046
Gongju,Shingwan-dong,0.69884783
Rural,Health,0.698570073
Resource,Schedule,0.698522449
Gongsanseong fortress,possibility,0.69851625
Target,Apartment,0.698492408
Designation,Public official,0.698417306
Space,Society,0.698343158
City,Evaluation,0.698262811
Plan,Restaurant,0.698185325
Welfare,Bicycle,0.698145032
Participation,Use,0.698125958
Target,Interior,0.697976649
Space,Designation,0.697864294
Daejeon,Restaurant,0.697862208
Development,Interior,0.697835386
Magoksa temple,Location,0.697559774
Experience,Interior,0.697529495
Space,Happiness,0.697458327
Journalist,Program,0.697451711
Chungcheongnam-do,Apartment,0.697270513
Welfare,Interior,0.697260439
Work,Restaurant,0.697232604
Road,Program,0.697232068
History,Use,0.697173715
Photo,Solar thermal power,0.697162628
Lee Kun Young,Use,0.697119355
Rural,City councilor,0.697102726
Agriculture,Apartment,0.697051346
Administrative,Bicycle,0.696995556
possibility,Work,0.696880341
Education,Banpo-myeon,0.696715236
Space,Selection,0.696706355
Housing,Installation,0.696662068
Rural,Korea,0.696553767
Market,Price,0.696546316
Chungcheongnam-do,Happiness,0.696536183
Chungcheongnam-do,Representative,0.696470201
Administrative,Welfare,0.696389437
Village,Bicycle,0.696378648
Park,Utilization,0.696262002
Institution,Representative,0.696133614
Market,Use,0.696081161
City,Installation,0.695963323
Culture,Market,0.695954621
Plan,Center,0.695906937
Use,City councilor,0.695864439
Gyeryongsan mountain,Tourism,0.695785105
Volunteer,Interior,0.695763946
Education,Event,0.69575423
Journalist,Visit,0.695719004
Progress,Afternoon,0.69570142
Gyeryongsan mountain,Resource,0.695691168
City hall,Provide,0.69552958
Love,Shingwan-dong,0.695477605
Development,Space,0.6954633
Use,Institution,0.695439816
Activity,Price,0.695375144
Development,Creation,0.695288837
Event,City hall,0.695181489
Tourism,Visit,0.695017397
Culture,City,0.694944382
Administrative,Group,0.694827735
Gongju,Business,0.694697022
Visit,Competition,0.694679677
possibility,Banpo-myeon,0.694656491
Activity,Use,0.69462508
Citizen,Korea,0.69460088
Administrative,Rural,0.694404721
Park,Designation,0.694367051
Magoksa temple,Visit,0.694226146
Love,Public official,0.694204569
Family,Use,0.694168925
Progress,Selection,0.693997324
Management,Health,0.693971813
Festival,Bicycle,0.693827152
Interior,Public official,0.69382441
Banpo-myeon,Selection,0.693813682
Nature,Use,0.693797648
Center,Use,0.693774045
Center,Bicycle,0.693473399
Market,Health,0.69335562
City councilor,Program,0.69333154
Center,Restaurant,0.693234324
Capital,Schedule,0.69311142
Event,Representative,0.692913532
District,Program,0.692857563
Development,Progress,0.69264555
Experience,Volunteer,0.692615271
Market,Interior,0.692535698
Health,Schedule,0.692484558
Designation,School,0.692442477
Event,Rural,0.692305505
Progress,Representative,0.692193627
Evaluation,Restaurant,0.692105293
Event,Use,0.691978157
Housing,Seoul,0.691822946
City,Creation,0.69171828
Schedule,Bicycle,0.691703975
Plan,Nature,0.69161272
Daejeon,School,0.691607535
Experience,Apartment,0.691503108
Installation,Environment,0.691447496
Education,Institution,0.691248178
Schedule,Afternoon,0.691156626
Love,Interior,0.691063881
Education,Bicycle,0.691057265
City hall,City councilor,0.690915287
Housing,Evaluation,0.690896451
Photo,Utilization,0.690731764
Management,Happiness,0.690730035
Korea,Environment,0.690691411
Agriculture,City councilor,0.690678298
Business,Banpo-myeon,0.690414131
Visit,Representative,0.690346897
Citizen,Progress,0.690331876
Competition,Schedule,0.690264881
Agriculture,Use,0.690189481
Progress,Center,0.69010514
